filename,fecha_de_radicacion,has_unredacted,unredacted_vars,unredacted_values,date_of_decree,decree_year,county,state,physical_address,mailing_address,mailing_state,mailing_county,taxable_year_end,total_net_worth,income_interest_exempt,income_interest_nonexempt,income_dividends_exempt,income_dividends_nonexempt,income_capital_gains_exempt,income_capital_gains_nonexempt,income_wages_exempt,income_wages_nonexempt,income_other_income_exempt,income_other_income_nonexempt,does_grantee_own_a_home_in_puerto_rico_or_does_he/she_rent_it,primary_property_value,monthly_rent_pay,real_estate_municipality,does_grantee_own_other_real_estate_in_puerto_rico,n_nonprimary_real_estate,does_grantee_have_assets_located_in_puerto_rico,previous_reporting_year,current_reporting_year,asset_type_financial_previous_reporting_year,asset_type_financial_current_reporting_year,asset_type_financial_difference,asset_type_real_estate_previous_reporting_year,asset_type_real_estate_current_reporting_year,asset_type_real_estate_difference,asset_type_privately_held_business_previous_reporting_year,asset_type_privately_held_business_current_reporting_year,asset_type_privately_held_business_difference,asset_type_other_previous_reporting_year,asset_type_other_current_reporting_year,asset_type_other_difference,does_grantee_have_a_business_in_puerto_rico,n_business,business_information_table_height,business_type_1,business_decree_1,business_type_2,business_decree_2,business_type_3,business_decree_3,business_type_4,business_decree_4,business_type_5,business_decree_5,business_type_6,business_decree_6,business_type_7,business_decree_7,business_type_8,business_decree_8,business_type_9,business_decree_9,business_type_10,business_decree_10,business_type_11,business_decree_11,business_type_12,business_decree_12,business_type_13,business_decree_13,business_type_14,business_decree_14,business_type_15,business_decree_15,household_table_height,days_in_pr,expenditure_in_pr,charity_in_pr,total_amount_donated,n_charities,gender
2023-RepAct22-001327_Redacted.pdf,05/02/2023,TRUE,real_estate_identification_number_1,041-041-037-24-001,04/01/2021,2021,San Juan,Puerto Rico,"San Juan, Puerto Rico","San Juan, Puerto Rico",Puerto Rico,San Juan,12/31/2021,From 1 to 5 million,507,0,36000,0,-1e+05,85000,0,0,33000,0,Own,625000,NA,NA,Yes,1,TRUE,2021,2022,0,60000,60000,0,625000,625000,0,0,0,0,0,0,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,297,36000,Yes,10150,2,REDACTED
2023-RepAct22-001329_Redacted.pdf,05/02/2023,FALSE,NA,NA,01/01/2016,2016,SAN JUAN,PR,"SAN JUAN, PR","SAN JUAN, PR",PR,SAN JUAN,12/31/2022,From 1 to 5 million,186,0,174325,0,0,0,0,89688,0,19502,Own,5e+05,NA,NA,No,0,TRUE,2021,2022,1e+05,1e+05,0,5e+05,5e+05,0,0,0,0,150000,3e+05,150000,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,263,1e+05,Yes,0,3,REDACTED
2023-RepAct22-001330_Redacted.pdf,05/02/2023,FALSE,NA,NA,01/01/2016,2016,SAN JUAN,PR,"SAN JUAN, PR","SAN JUAN, PR",PR,SAN JUAN,12/31/2022,From 1 to 5 million,86,0,184198,0,17322,0,0,63500,0,0,Own,5e+05,NA,NA,No,0,TRUE,2021,2022,1e+05,1e+05,0,5e+05,5e+05,0,0,0,0,150000,30000,-120000,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,190,1e+05,Yes,6000,3,REDACTED
2023-RepAct22-001331_Redacted.pdf,05/10/2023,FALSE,NA,NA,03/18/2019,2019,SAN JUAN,PUERTO RICO,"SAN JUAN, PUERTO RICO","SAN JUAN, PUERTO RICO",PUERTO RICO,SAN JUAN,12/31/2022,From 5 to 10 million,100,8905.77,0,1357.41,0,0,0,52500,0,0,Own,2500000,NA,NA,No,0,TRUE,2021,2022,0,160000,160000,2500000,2500000,0,0,0,0,5900000,5223000,-677000,Yes,1,35,Service,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,269,250000,Yes,0,1,REDACTED
2023-RepAct22-001332_Redacted.pdf,05/03/2023,FALSE,NA,NA,02/01/2019,2019,BARCELONETA,PUERTO RICO,"BARCELONETA, PUERTO RICO","BARCELONETA, PUERTO RICO",PUERTO RICO,BARCELONETA,12/31/2021,Less than 1 million,0,0,0,0,0,0,0,33847,0,783,Own,120000,NA,NA,No,0,TRUE,2020,2021,0,0,0,120000,120000,0,0,1666,1666,0,0,0,Yes,1,40,Retail,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,350,60000,Yes,0,1,REDACTED
2023-RepAct22-001333_Redacted.pdf,05/15/2023,FALSE,NA,NA,01/01/2019,2019,CAROLINA,PUERTO RICO,"CAROLINA, PUERTO RICO","CAROLINA, PUERTO RICO",PUERTO RICO,CAROLINA,12/31/2022,From 5 to 10 million,2352,0,758,0,1545399,0,0,0,0,50721,Own,450000,NA,NA,No,0,TRUE,2021,2022,3200000,4202000,1002000,360000,450000,90000,0,0,0,0,0,0,Yes,1,50,Financial,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,288,96525,Yes,0,2,REDACTED
2023-RepAct22-001336_Redacted.pdf,05/17/2023,FALSE,NA,NA,12/21/2015,2015,San Juan,Puerto Rico,"San Juan, Puerto Rico","San Juan, Puerto Rico",Puerto Rico,San Juan,12/31/2022,From 10 to 25 million,4894,0,99754,0,0,37526,0,0,0,177205,Own,1300000,NA,NA,No,0,TRUE,2021,2022,8000,8000,0,1300000,2e+06,7e+05,0,0,0,3000,3000,0,Yes,1,45,Real Estate/Property,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,209,90000,No,0,0,REDACTED
2023-RepAct22-001337_Redacted.pdf,05/10/2023,FALSE,NA,NA,03/26/2018,2018,GUAYNABO,PR,"GUAYNABO, PR","GUAYNABO, PR",PR,GUAYNABO,12/31/2022,From 5 to 10 million,0,200,0,0,363424,0,0,0,0,0,Own,290000,NA,NA,No,0,TRUE,2021,2022,0,0,0,290000,290000,0,28680,31200,2520,0,0,0,Yes,1,40,Service,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,304,110000,Yes,5000,3,REDACTED
2023-RepAct22-001340_Redacted.pdf,05/04/2023,FALSE,NA,NA,02/27/2015,2015,Dorado,PR,"Dorado, PR","Dorado, PR",PR,Dorado,12/31/2022,From 10 to 25 million,20968,0,12929,0,303875,62217,0,0,0,15698,Rent,NA,4000,NA,NA,0,TRUE,2021,2022,25000,25000,0,0,0,0,0,0,0,25000,25000,0,Yes,1,50,Financial,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,185,150000,No,0,0,REDACTED
2023-RepAct22-001341_Redacted.pdf,05/04/2023,FALSE,NA,NA,02/27/2015,2015,Dorado,PR,"Dorado, PR","Dorado, PR",PR,Dorado,12/31/2022,From 10 to 25 million,20968,0,12929,0,303875,62217,0,0,0,0,Rent,NA,4000,NA,NA,0,TRUE,2021,2022,25000,25000,0,0,0,0,0,0,0,25000,25000,0,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,186,150000,No,0,0,REDACTED
2023-RepAct22-001346_Redacted.pdf,05/08/2023,FALSE,NA,NA,12/18/2019,2019,San Juan,PR,"San Juan, PR","San Juan, PR",PR,San Juan,12/31/2022,From 5 to 10 million,0,0,0,0,2212672,0,0,0,0,0,Own,550000,NA,NA,Yes,1,TRUE,2021,2022,20000,30000,10000,450000,2550000,2100000,0,0,0,9e+06,6e+06,-3e+06,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,349,2233600,Yes,0,1,REDACTED
2023-RepAct22-001347_Redacted.pdf,05/04/2023,FALSE,NA,NA,12/29/2021,2021,SAN JUAN,PUERTO RICO,"SAN JUAN, PUERTO RICO","SAN JUAN, PUERTO RICO",PUERTO RICO,SAN JUAN,12/31/2022,From 1 to 5 million,0,6,0,0,0,0,0,0,0,0,Rent,NA,2400,NA,NA,0,FALSE,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,1,45,Other,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,350,10000,No,0,0,REDACTED
2023-RepAct22-001348_Redacted.pdf,05/11/2023,FALSE,NA,NA,06/01/2018,2018,SAN JUAN,PUERTO RICO,"SAN JUAN, PUERTO RICO","SAN JUAN, PUERTO RICO",PUERTO RICO,SAN JUAN,12/31/2022,From 5 to 10 million,449,0,661267,0,0,0,0,0,0,0,Rent,NA,3500,NA,NA,0,TRUE,2021,2022,1e+05,238649,138649,0,0,0,1e+06,3725490,2725490,0,0,0,Yes,1,25,Other,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,351,50000,Yes,0,2,REDACTED
2023-RepAct22-001349_Redacted.pdf,05/11/2023,FALSE,NA,NA,02/01/2019,2019,San Juan,PR,"San Juan, PR","San Juan, PR",PR,San Juan,12/31/2022,From 1 to 5 million,0,0,0,0,0,0,0,76500,0,0,Own,1150000,NA,NA,No,0,TRUE,2021,2022,6400000,6400000,0,1150000,1150000,0,0,0,0,0,0,0,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,200,56000,Yes,0,1,REDACTED
2023-RepAct22-001350_Redacted.pdf,05/10/2023,FALSE,NA,NA,01/01/2020,2020,HUMACAO,PR,"HUMACAO, PR","HUMACAO, PR",PR,HUMACAO,12/31/2022,From 1 to 5 million,85,0,341320,0,675289,0,0,60000,0,168286,Rent,NA,4000,NA,NA,0,TRUE,2021,2022,2900000,622288,-2277712,0,0,0,0,0,0,0,0,0,Yes,1,45,Service,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,289,25000,Yes,0,1,REDACTED
2023-RepAct22-001351_Redacted.pdf,05/15/2023,FALSE,NA,NA,06/19/2020,2020,CIDRA,NA,"CIDRA,","CIDRA, PUERTO RICO",PUERTO RICO,CIDRA,12/31/2022,From 1 to 5 million,2768,0,4837,0,0,0,0,120000,0,116501,Own,925000,NA,NA,No,0,TRUE,2021,2022,0,0,0,925000,925000,0,367239,0,-367239,0,0,0,Yes,1,120,Service,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,186,450000,Yes,0,1,REDACTED
2023-RepAct22-001352_Redacted.pdf,05/08/2023,FALSE,NA,NA,09/16/2019,2019,HUMACAO,PR,"HUMACAO, PR","HUMACAO, PR",PR,HUMACAO,12/31/2022,From 10 to 25 million,347,0,250000,0,0,0,0,179300,472063,536,Own,1500000,NA,NA,No,0,TRUE,2021,2022,3e+06,3e+05,-2700000,1500000,1500000,0,0,0,0,50000,50000,0,Yes,1,45,Other,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,205,1e+05,Yes,0,1,REDACTED
2023-RepAct22-001353_Redacted.pdf,05/08/2023,FALSE,NA,NA,09/16/2019,2019,HUMACAO,PR,"HUMACAO, PR","HUMACAO, PR",PR,HUMACAO,12/31/2022,From 10 to 25 million,0,0,0,0,0,0,0,164300,472062,0,Own,1500000,NA,NA,No,0,TRUE,2021,2022,3e+06,3e+05,-2700000,1500000,1500000,0,0,0,0,50000,50000,0,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,204,1e+05,Yes,0,1,REDACTED
2023-RepAct22-001354_Redacted.pdf,05/25/2023,FALSE,NA,NA,01/01/2018,2018,San Juan,PR,"San Juan, PR","San Juan, PR",PR,San Juan,12/31/2022,From 5 to 10 million,128,0,519.59,0,0,0,0,0,0,127204,Own,1200000,NA,NA,No,0,FALSE,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,280,67000,Yes,0,1,REDACTED
2023-RepAct22-001357_Redacted.pdf,05/09/2023,FALSE,NA,NA,02/01/2019,2019,Aibonito,PR,"Aibonito, PR","Aibonito, PR",PR,Aibonito,12/31/2022,From 1 to 5 million,2364,0,316,0,39816,0,0,0,0,0,Rent,NA,500,NA,NA,0,TRUE,2021,2022,2500000,1600000,-9e+05,0,0,0,0,0,0,0,0,0,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,344,78000,Yes,0,1,REDACTED
2023-RepAct22-001359_Redacted.pdf,05/10/2023,FALSE,NA,NA,02/01/2019,2019,sanjuan,pr,"sanjuan, pr","sanjuan, pr",pr,sanjuan,12/31/2022,Less than 1 million,0,0,135030,0,0,0,0,20000,0,0,Own,292000,NA,NA,No,0,TRUE,2021,2022,0,0,0,294000,294000,0,0,83100,83100,0,0,0,Yes,1,35,Service,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,305,83100,No,0,0,REDACTED
2023-RepAct22-001360_Redacted.pdf,05/10/2023,FALSE,NA,NA,02/01/2019,2019,SANJUAN,PR,"SANJUAN, PR","SANJUAN, PR",PR,SANJUAN,12/31/2022,From 1 to 5 million,0,0,495900,1029,0,0,0,20000,0,0,Own,1500000,NA,NA,No,0,TRUE,2021,2022,6e+05,6e+05,0,1500000,1500000,0,0,470900,470900,0,0,0,Yes,1,45,Service,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,275,184501,No,0,0,REDACTED
2023-RepAct22-001361_Redacted.pdf,05/10/2023,FALSE,NA,NA,06/21/2019,2019,Dorado,PR,"Dorado, PR","Dorado, PR",PR,Dorado,12/31/2022,From 1 to 5 million,5486,79,29518,0,0,868996,0,31800,0,9776,Rent,NA,3500,NA,NA,0,TRUE,2021,2022,3.4e+07,3800000,-30200000,0,0,0,250000,2e+05,-50000,0,0,0,Yes,1,45,Retail,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,62,15000,Yes,0,1,REDACTED
2023-RepAct22-001362_Redacted.pdf,05/12/2023,FALSE,NA,NA,02/01/2019,2019,San Juan,PR,"San Juan, PR","San Juan, PR",PR,San Juan,12/31/2022,From 1 to 5 million,0,0,0,0,490366,0,0,48665,0,0,Rent,NA,2650,NA,NA,0,TRUE,2021,2022,10000,350400,340400,0,0,0,5e+06,4500000,-5e+05,0,0,0,Yes,1,40,Service,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,300,1e+05,No,0,0,REDACTED
2023-RepAct22-001364_Redacted.pdf,05/12/2023,FALSE,NA,NA,01/27/2019,2019,San Juan,PR,"San Juan, PR","San Juan, PR",PR,San Juan,12/31/2022,From 1 to 5 million,5244,167,171722,0,184157,0,0,30000,0,6163,Own,9e+05,NA,NA,No,0,FALSE,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2,80,Energy Production,FALSE,Service,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,340,220000,Yes,5000,3,REDACTED
2023-RepAct22-001368_Redacted.pdf,05/17/2023,FALSE,NA,NA,02/01/2019,2019,San Juan,PR,"San Juan, PR","San Juan, PR",PR,San Juan,12/31/2022,From 1 to 5 million,26354,0,99695,0,-9916,0,0,58811,0,0,Rent,NA,12083.33,NA,NA,0,TRUE,2021,2022,2e+05,2e+05,0,0,0,0,0,0,0,205000,205000,0,Yes,1,45,Financial,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,250,10000,No,0,0,REDACTED
2023-RepAct22-001369_Redacted.pdf,05/12/2023,FALSE,NA,NA,02/01/2019,2019,SAN JUAN,PR,"SAN JUAN, PR","SAN JUAN, PR",PR,SAN JUAN,12/31/2022,From 5 to 10 million,16,0,0,0,0,0,0,0,0,0,Rent,NA,1750,NA,NA,0,TRUE,2021,2022,7500000,5500000,-2e+06,0,0,0,0,0,0,0,0,0,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,234,20000,Yes,0,1,REDACTED
2023-RepAct22-001370_Redacted.pdf,05/15/2023,FALSE,NA,NA,01/01/2021,2021,San Juan,PR,"San Juan, PR","San Juan, PR",PR,San Juan,12/31/2022,Less than 1 million,0,0,0,0,0,0,0,0,0,0,Rent,NA,1550,NA,NA,0,TRUE,2021,2022,1e+05,95440,-4560,0,0,0,0,0,0,0,0,0,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,184,15000,Yes,0,1,REDACTED
2023-RepAct22-001371_Redacted.pdf,05/11/2023,FALSE,NA,NA,10/29/2013,2013,DORADO,PR,"DORADO, PR","DORADO, PR",PR,DORADO,12/31/2022,From 1 to 5 million,421,0,0,0,592251,0,0,41025,35773,0,Own,2e+06,NA,NA,No,0,FALSE,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,365,55000,No,0,0,REDACTED
2023-RepAct22-001372_Redacted.pdf,05/12/2023,FALSE,NA,NA,02/06/2014,2014,San Juan,PR,"San Juan, PR","San Juan, PR",PR,San Juan,12/31/2022,From 1 to 5 million,0,0,249634,0,5624,0,0,117605,0,0,Own,6e+05,NA,NA,No,0,TRUE,2021,2022,9e+05,950000,50000,6e+05,6e+05,0,0,0,0,0,0,0,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,315,120500,No,0,0,REDACTED
2023-RepAct22-001373_Redacted.pdf,05/15/2023,FALSE,NA,NA,01/03/2016,2016,SAN JUAN,NA,"SAN JUAN,","SAN JUAN,",NA,SAN JUAN,12/31/2022,From 10 to 25 million,0,0,264.5,264.5,0,0,0,78300,0,459123,Own,2400000,NA,NA,Yes,1,TRUE,2021,2022,290000,220000,-70000,3925000,5850000,1925000,0,15000,15000,0,40000,40000,Yes,1,80,Service,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,280,330,250000,No,0,0,REDACTED
2023-RepAct22-001375_Redacted.pdf,05/11/2023,TRUE,real_estate_identification_number_1,04000305703,02/01/2019,2019,San Juan,Puerto Rico,"San Juan, Puerto Rico","San Juan, Puerto Rico",Puerto Rico,San Juan,12/31/2022,From 25 to 50 million,0,4381.56,0,0,0,0,0,0,0,438.4,Own,2800000,NA,NA,Yes,1,TRUE,2021,2022,32439,35000,2561,2800000,2800000,0,0,0,0,2e+05,152000,-48000,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,326,80000,Yes,0,1,REDACTED
2023-RepAct22-001379_Redacted.pdf,05/11/2023,FALSE,NA,NA,02/01/2019,2019,Rincon,PR,"Rincon, PR","Rincon, PR",PR,Rincon,12/31/2022,From 10 to 25 million,74961,0,177162,0,2667399,0,0,0,16861,0,Own,595000,NA,NA,No,0,TRUE,2021,2022,30000,30000,0,0,595000,595000,0,0,0,50000,50000,0,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,210,44000,Yes,0,1,REDACTED
2023-RepAct22-001380_Redacted.pdf,05/23/2023,FALSE,NA,NA,01/01/2018,2018,HUMACAO,NA,HUMACAO,HUMACAO,NA,HUMACAO,12/31/2022,From 10 to 25 million,30335,0,1146150,0,0,0,0,115785,0,320451,Own,510000,NA,NA,No,0,TRUE,2021,2022,0,0,0,510000,510000,0,1091487,1106965,15478,0,0,0,Yes,1,40,Other,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,205,35000,Yes,0,1,REDACTED
2023-RepAct22-001381_Redacted.pdf,05/12/2023,FALSE,NA,NA,02/01/2019,2019,san juan,PR,"san juan, PR","san juan, PR",PR,san juan,12/31/2022,From 1 to 5 million,0,0,0,0,219777,0,0,0,0,0,Rent,NA,1220,NA,NA,0,TRUE,2021,2022,0,597,597,0,0,0,0,0,0,0,2500000,2500000,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,212,24000,No,0,0,REDACTED
2023-RepAct22-001382_Redacted.pdf,05/15/2023,FALSE,NA,NA,02/01/2019,2019,SAN JUAN,PR,"SAN JUAN, PR","SAN JUAN, PR",PR,SAN JUAN,12/31/2022,From 5 to 10 million,78982,0,0,0,2267949,0,0,0,0,9000,Rent,NA,4000,NA,NA,0,FALSE,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,1,60,Art,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,358,96000,Yes,0,1,REDACTED
2023-RepAct22-001384_Redacted.pdf,05/17/2023,FALSE,NA,NA,04/02/2019,2019,DORADO,PUERTO RICO,"DORADO, PUERTO RICO","DORADO, PUERTO RICO",PUERTO RICO,DORADO,12/31/2022,From 1 to 5 million,54938,0,31927,0,0,0,0,0,86865,27329,Own,7500000,NA,NA,No,0,TRUE,2021,2022,0,0,0,7500000,7500000,0,0,0,0,0,0,0,Yes,1,50,Other,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,322,60000,Yes,0,3,REDACTED
2023-RepAct22-001387_Redacted.pdf,05/17/2023,FALSE,NA,NA,12/21/2015,2015,San Juan,PR,"San Juan, PR","San Juan, PR",PR,San Juan,12/31/2022,From 10 to 25 million,5078,0,100265,0,0,37526,0,0,0,0,Own,1300000,NA,NA,No,0,TRUE,2021,2022,8000,0,-8000,1300000,1300000,0,0,0,0,0,0,0,Yes,1,50,Real Estate/Property,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,227,96528,No,0,0,REDACTED
2023-RepAct22-001388_Redacted.pdf,05/30/2023,TRUE,real_estate_identification_number_1,002-044-382-07-001,04/09/2021,2021,ISABELA,PR,"ISABELA, PR","ISABELA, PR",PR,ISABELA,12/31/2022,From 1 to 5 million,5536,0,41,0,-143388,0,0,0,0,86688,Own,1e+06,NA,NA,Yes,1,TRUE,2021,2022,10000,10000,0,1e+06,1e+06,0,0,0,0,0,0,0,Yes,1,45,Hotel & Resorts,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,218,110000,Yes,10000,4,REDACTED
2023-RepAct22-001389_Redacted.pdf,05/14/2023,FALSE,NA,NA,01/01/2020,2020,Carolina,PR,"Carolina, PR","Carolina, PR",PR,Carolina,12/31/2022,From 1 to 5 million,0,0,1879,0,-78161,0,0,33478,0,0,Own,6e+05,NA,NA,Yes,3,TRUE,2021,2022,7e+05,350000,-350000,3800000,4500000,7e+05,0,0,0,0,0,0,Yes,1,30,Real Estate/Property,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,295,3e+05,Yes,0,1,REDACTED
2023-RepAct22-001391_Redacted.pdf,05/15/2023,FALSE,NA,NA,04/12/2018,2018,RIO GRANDE,PR,"RIO GRANDE, PR","RIO GRANDE, PR",PR,RIO GRANDE,12/31/2022,From 1 to 5 million,315,0,935878,0,78338,0,0,92444,0,0,Rent,NA,27000,NA,NA,0,TRUE,2021,2022,1040329,1040329,0,535428,535428,0,1936682,1936682,0,0,0,0,Yes,2,120,Other,TRUE,Financial,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,344,221511.69,Yes,0,1,REDACTED
